DHTMU 12-35-3-10-2-70-12-2
1.00000000	0.00000000
0.99845867	0.00018610
0.99384417	0.00075686
0.98618496	0.00174840
0.97552826	0.00321712
0.96193977	0.00523414
0.94550326	0.00787812
0.92632008	0.01122685
0.90450850	0.01534817
0.88020298	0.02029086
0.85355339	0.02607615
0.82472402	0.03269032
0.79389263	0.04007923
0.76124928	0.04814487
0.72699525	0.05674454
0.69134172	0.06569278
0.65450850	0.07476599
0.61672268	0.08370976
0.57821723	0.09224849
0.53922955	0.10009694
0.50000000	0.10697315
0.46077045	0.11261202
0.42178277	0.11677895
0.38327732	0.11928261
0.34549150	0.11998645
0.30865828	0.11886816
0.27300475	0.11609306
0.23875072	0.11186305
0.20610737	0.10638154
0.17527598	0.09984673
0.14644661	0.09244629
0.11979702	0.08435323
0.09549150	0.07572320
0.07367992	0.06669301
0.05449674	0.05738031
0.03806023	0.04788415
0.02447174	0.03828625
0.01381504	0.02865264
0.00615583	0.01903551
0.00154133	0.00947489
0.00000000	0.00000000
0.00154133	-0.00866756
0.00615583	-0.01581597
0.01381504	-0.02144981
0.02447174	-0.02559977
0.03806023	-0.02834159
0.05449674	-0.02982010
0.07367992	-0.03027622
0.09549150	-0.03007440
0.11979702	-0.02967005
0.14644661	-0.02922589
0.17527598	-0.02874540
0.20610737	-0.02823154
0.23875072	-0.02768749
0.27300475	-0.02711659
0.30865828	-0.02652236
0.34549150	-0.02590847
0.38327732	-0.02527871
0.42178277	-0.02463695
0.46077045	-0.02398716
0.50000000	-0.02333333
0.53922955	-0.02267951
0.57821723	-0.02202971
0.61672268	-0.02138796
0.65450850	-0.02075819
0.69134172	-0.02014430
0.72699525	-0.01953915
0.76124928	-0.01885153
0.79389263	-0.01797527
0.82472402	-0.01684337
0.85355339	-0.01542934
0.88020298	-0.01374564
0.90450850	-0.01183969
0.92632008	-0.00978784
0.94550326	-0.00768776
0.96193977	-0.00564971
0.97552826	-0.00378733
0.98618496	-0.00220854
0.99384417	-0.00100715
0.99845867	-0.00025570
1.00000000	0.00000000
